location_name,location,target_variable,date,value,source,snapshot_date
Austria,AT,inc death,2021-06-19,33,ECDC,2023-11-24
Austria,AT,inc death,2021-06-26,19,ECDC,2023-11-24
Austria,AT,inc death,2021-07-03,24,ECDC,2023-11-24
Austria,AT,inc death,2021-07-10,12,ECDC,2023-11-24
Austria,AT,inc death,2021-07-17,14,ECDC,2023-11-24
Austria,AT,inc death,2021-07-24,16,ECDC,2023-11-24
Austria,AT,inc death,2021-07-31,15,ECDC,2023-11-24
Austria,AT,inc death,2021-08-07,19,ECDC,2023-11-24
Austria,AT,inc death,2021-08-14,16,ECDC,2023-11-24
Austria,AT,inc death,2021-08-21,13,ECDC,2023-11-24
Austria,AT,inc death,2021-08-28,34,ECDC,2023-11-24
Austria,AT,inc death,2021-09-04,44,ECDC,2023-11-24
Austria,AT,inc death,2021-09-11,51,ECDC,2023-11-24
Austria,AT,inc death,2021-09-18,86,ECDC,2023-11-24
Austria,AT,inc death,2021-09-25,73,ECDC,2023-11-24
Austria,AT,inc death,2021-10-02,80,ECDC,2023-11-24
Austria,AT,inc death,2021-10-09,73,ECDC,2023-11-24
Austria,AT,inc death,2021-10-16,106,ECDC,2023-11-24
Austria,AT,inc death,2021-10-23,112,ECDC,2023-11-24
Austria,AT,inc death,2021-10-30,141,ECDC,2023-11-24
Austria,AT,inc death,2021-11-06,208,ECDC,2023-11-24
Austria,AT,inc death,2021-11-13,334,ECDC,2023-11-24
Austria,AT,inc death,2021-11-20,395,ECDC,2023-11-24
Austria,AT,inc death,2021-11-27,481,ECDC,2023-11-24
Austria,AT,inc death,2021-12-04,480,ECDC,2023-11-24
Austria,AT,inc death,2021-12-11,406,ECDC,2023-11-24
Austria,AT,inc death,2021-12-18,281,ECDC,2023-11-24
Austria,AT,inc death,2021-12-25,172,ECDC,2023-11-24
Austria,AT,inc death,2022-01-01,128,ECDC,2023-11-24
Austria,AT,inc death,2022-01-08,91,ECDC,2023-11-24
Austria,AT,inc death,2022-01-15,69,ECDC,2023-11-24
Austria,AT,inc death,2022-01-22,80,ECDC,2023-11-24
Austria,AT,inc death,2022-01-29,109,ECDC,2023-11-24
Austria,AT,inc death,2022-02-05,141,ECDC,2023-11-24
Austria,AT,inc death,2022-02-12,181,ECDC,2023-11-24
Austria,AT,inc death,2022-02-19,197,ECDC,2023-11-24
Austria,AT,inc death,2022-02-26,219,ECDC,2023-11-24
Austria,AT,inc death,2022-03-05,221,ECDC,2023-11-24
Austria,AT,inc death,2022-03-12,195,ECDC,2023-11-24
Austria,AT,inc death,2022-03-19,239,ECDC,2023-11-24
Austria,AT,inc death,2022-03-26,290,ECDC,2023-11-24
Austria,AT,inc death,2022-04-02,285,ECDC,2023-11-24
Austria,AT,inc death,2022-04-09,216,ECDC,2023-11-24
Austria,AT,inc death,2022-04-16,162,ECDC,2023-11-24
Austria,AT,inc death,2022-04-23,129,ECDC,2023-11-24
Austria,AT,inc death,2022-04-30,91,ECDC,2023-11-24
Austria,AT,inc death,2022-05-07,80,ECDC,2023-11-24
Austria,AT,inc death,2022-05-14,42,ECDC,2023-11-24
Austria,AT,inc death,2022-05-21,36,ECDC,2023-11-24
Austria,AT,inc death,2022-05-28,33,ECDC,2023-11-24
Austria,AT,inc death,2022-06-04,24,ECDC,2023-11-24
Austria,AT,inc death,2022-06-11,24,ECDC,2023-11-24
Austria,AT,inc death,2022-06-18,28,ECDC,2023-11-24
Austria,AT,inc death,2022-06-25,38,ECDC,2023-11-24
Austria,AT,inc death,2022-07-02,49,ECDC,2023-11-24
Austria,AT,inc death,2022-07-09,68,ECDC,2023-11-24
Austria,AT,inc death,2022-07-16,61,ECDC,2023-11-24
Austria,AT,inc death,2022-07-23,96,ECDC,2023-11-24
Austria,AT,inc death,2022-07-30,103,ECDC,2023-11-24
Austria,AT,inc death,2022-08-06,68,ECDC,2023-11-24
Austria,AT,inc death,2022-08-13,71,ECDC,2023-11-24
Austria,AT,inc death,2022-08-20,62,ECDC,2023-11-24
Austria,AT,inc death,2022-08-27,53,ECDC,2023-11-24
Austria,AT,inc death,2022-09-03,38,ECDC,2023-11-24
Austria,AT,inc death,2022-09-10,47,ECDC,2023-11-24
Austria,AT,inc death,2022-09-17,30,ECDC,2023-11-24
Austria,AT,inc death,2022-09-24,38,ECDC,2023-11-24
Austria,AT,inc death,2022-10-01,47,ECDC,2023-11-24
Austria,AT,inc death,2022-10-08,103,ECDC,2023-11-24
Austria,AT,inc death,2022-10-15,87,ECDC,2023-11-24
Austria,AT,inc death,2022-10-22,79,ECDC,2023-11-24
Austria,AT,inc death,2022-10-29,76,ECDC,2023-11-24
Austria,AT,inc death,2022-11-05,52,ECDC,2023-11-24
Austria,AT,inc death,2022-11-12,53,ECDC,2023-11-24
Austria,AT,inc death,2022-11-19,55,ECDC,2023-11-24
Austria,AT,inc death,2022-11-26,43,ECDC,2023-11-24
Austria,AT,inc death,2022-12-03,53,ECDC,2023-11-24
Austria,AT,inc death,2022-12-10,42,ECDC,2023-11-24
Austria,AT,inc death,2022-12-17,58,ECDC,2023-11-24
Austria,AT,inc death,2022-12-24,73,ECDC,2023-11-24
Austria,AT,inc death,2022-12-31,77,ECDC,2023-11-24
Austria,AT,inc death,2023-01-07,64,ECDC,2023-11-24
Austria,AT,inc death,2023-01-14,54,ECDC,2023-11-24
Austria,AT,inc death,2023-01-21,45,ECDC,2023-11-24
Austria,AT,inc death,2023-01-28,48,ECDC,2023-11-24
Austria,AT,inc death,2023-02-04,47,ECDC,2023-11-24
Austria,AT,inc death,2023-02-11,37,ECDC,2023-11-24
Austria,AT,inc death,2023-02-18,35,ECDC,2023-11-24
Austria,AT,inc death,2023-02-25,59,ECDC,2023-11-24
Austria,AT,inc death,2023-03-04,64,ECDC,2023-11-24
Austria,AT,inc death,2023-03-11,60,ECDC,2023-11-24
Austria,AT,inc death,2023-03-18,56,ECDC,2023-11-24
Austria,AT,inc death,2023-03-25,50,ECDC,2023-11-24
Austria,AT,inc death,2023-04-01,45,ECDC,2023-11-24
Austria,AT,inc death,2023-04-08,31,ECDC,2023-11-24
Austria,AT,inc death,2023-04-15,31,ECDC,2023-11-24
Austria,AT,inc death,2023-04-22,38,ECDC,2023-11-24
Austria,AT,inc death,2023-04-29,24,ECDC,2023-11-24
Austria,AT,inc death,2023-05-06,22,ECDC,2023-11-24
Austria,AT,inc death,2023-05-13,11,ECDC,2023-11-24
Austria,AT,inc death,2023-05-20,14,ECDC,2023-11-24
Austria,AT,inc death,2023-05-27,10,ECDC,2023-11-24
Austria,AT,inc death,2023-06-03,9,ECDC,2023-11-24
Austria,AT,inc death,2023-06-10,7,ECDC,2023-11-24
Austria,AT,inc death,2023-06-17,5,ECDC,2023-11-24
Austria,AT,inc death,2023-06-24,5,ECDC,2023-11-24
Austria,AT,inc death,2023-07-01,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-07-08,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-07-15,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-07-22,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-07-29,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-08-05,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-08-12,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-08-19,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-08-26,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-09-02,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-09-09,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-09-16,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-09-23,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-09-30,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-10-07,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-10-14,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-10-21,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-10-28,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-11-04,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-11-11,NA,ECDC,2023-11-24
Austria,AT,inc death,2023-11-18,NA,ECDC,2023-11-24
Belgium,BE,inc death,2020-01-04,NA,ECDC,2023-11-24
Belgium,BE,inc death,2020-01-11,NA,ECDC,2023-11-24
Belgium,BE,inc death,2020-01-18,NA,ECDC,2023-11-24
Belgium,BE,inc death,2020-01-25,NA,ECDC,2023-11-24
Belgium,BE,inc death,2020-02-01,0,ECDC,2023-11-24
Belgium,BE,inc death,2020-02-08,0,ECDC,2023-11-24
Belgium,BE,inc death,2020-02-15,NA,ECDC,2023-11-24
Belgium,BE,inc death,2020-02-22,NA,ECDC,2023-11-24
Belgium,BE,inc death,2020-02-29,0,ECDC,2023-11-24
Belgium,BE,inc death,2020-03-07,0,ECDC,2023-11-24
Belgium,BE,inc death,2020-03-14,0,ECDC,2023-11-24
Belgium,BE,inc death,2020-03-21,195,ECDC,2023-11-24
Belgium,BE,inc death,2020-03-28,783,ECDC,2023-11-24
Belgium,BE,inc death,2020-04-04,1584,ECDC,2023-11-24
Belgium,BE,inc death,2020-04-11,1976,ECDC,2023-11-24
Belgium,BE,inc death,2020-04-18,1666,ECDC,2023-11-24
Belgium,BE,inc death,2020-04-25,1186,ECDC,2023-11-24
Belgium,BE,inc death,2020-05-02,696,ECDC,2023-11-24
Belgium,BE,inc death,2020-05-09,533,ECDC,2023-11-24
Belgium,BE,inc death,2020-05-16,312,ECDC,2023-11-24
Belgium,BE,inc death,2020-05-23,231,ECDC,2023-11-24
Belgium,BE,inc death,2020-05-30,161,ECDC,2023-11-24
Belgium,BE,inc death,2020-06-06,109,ECDC,2023-11-24
Belgium,BE,inc death,2020-06-13,57,ECDC,2023-11-24
Belgium,BE,inc death,2020-06-20,40,ECDC,2023-11-24
Belgium,BE,inc death,2020-06-27,40,ECDC,2023-11-24
Belgium,BE,inc death,2020-07-04,24,ECDC,2023-11-24
Belgium,BE,inc death,2020-07-11,11,ECDC,2023-11-24
Belgium,BE,inc death,2020-07-18,18,ECDC,2023-11-24
Belgium,BE,inc death,2020-07-25,14,ECDC,2023-11-24
Belgium,BE,inc death,2020-08-01,21,ECDC,2023-11-24
Belgium,BE,inc death,2020-08-08,33,ECDC,2023-11-24
Belgium,BE,inc death,2020-08-15,74,ECDC,2023-11-24
Belgium,BE,inc death,2020-08-22,41,ECDC,2023-11-24
Belgium,BE,inc death,2020-08-29,24,ECDC,2023-11-24
Belgium,BE,inc death,2020-09-05,18,ECDC,2023-11-24
Belgium,BE,inc death,2020-09-12,17,ECDC,2023-11-24
Belgium,BE,inc death,2020-09-19,27,ECDC,2023-11-24
Belgium,BE,inc death,2020-09-26,39,ECDC,2023-11-24
Belgium,BE,inc death,2020-10-03,82,ECDC,2023-11-24
Belgium,BE,inc death,2020-10-10,140,ECDC,2023-11-24
Belgium,BE,inc death,2020-10-17,238,ECDC,2023-11-24
Belgium,BE,inc death,2020-10-24,505,ECDC,2023-11-24
Belgium,BE,inc death,2020-10-31,1060,ECDC,2023-11-24
Belgium,BE,inc death,2020-11-07,1435,ECDC,2023-11-24
Belgium,BE,inc death,2020-11-14,1336,ECDC,2023-11-24
Belgium,BE,inc death,2020-11-21,1131,ECDC,2023-11-24
Belgium,BE,inc death,2020-11-28,882,ECDC,2023-11-24
Belgium,BE,inc death,2020-12-05,700,ECDC,2023-11-24
Belgium,BE,inc death,2020-12-12,665,ECDC,2023-11-24
Belgium,BE,inc death,2020-12-19,654,ECDC,2023-11-24
Belgium,BE,inc death,2020-12-26,536,ECDC,2023-11-24
Belgium,BE,inc death,2021-01-02,454,ECDC,2023-11-24
Belgium,BE,inc death,2021-01-09,386,ECDC,2023-11-24
Belgium,BE,inc death,2021-01-16,342,ECDC,2023-11-24
Belgium,BE,inc death,2021-01-23,373,ECDC,2023-11-24
Belgium,BE,inc death,2021-01-30,293,ECDC,2023-11-24
Belgium,BE,inc death,2021-02-06,297,ECDC,2023-11-24
Belgium,BE,inc death,2021-02-13,279,ECDC,2023-11-24
Belgium,BE,inc death,2021-02-20,210,ECDC,2023-11-24
Belgium,BE,inc death,2021-02-27,170,ECDC,2023-11-24
Belgium,BE,inc death,2021-03-06,171,ECDC,2023-11-24
Belgium,BE,inc death,2021-03-13,171,ECDC,2023-11-24
Belgium,BE,inc death,2021-03-20,178,ECDC,2023-11-24
Belgium,BE,inc death,2021-03-27,188,ECDC,2023-11-24
Belgium,BE,inc death,2021-04-03,256,ECDC,2023-11-24
Belgium,BE,inc death,2021-04-10,286,ECDC,2023-11-24
Belgium,BE,inc death,2021-04-17,262,ECDC,2023-11-24
Belgium,BE,inc death,2021-04-24,273,ECDC,2023-11-24
Belgium,BE,inc death,2021-05-01,254,ECDC,2023-11-24
Belgium,BE,inc death,2021-05-08,255,ECDC,2023-11-24
Belgium,BE,inc death,2021-05-15,140,ECDC,2023-11-24
Belgium,BE,inc death,2021-05-22,129,ECDC,2023-11-24
Belgium,BE,inc death,2021-05-29,98,ECDC,2023-11-24
Belgium,BE,inc death,2021-06-05,84,ECDC,2023-11-24
Belgium,BE,inc death,2021-06-12,50,ECDC,2023-11-24
Belgium,BE,inc death,2021-06-19,41,ECDC,2023-11-24
Belgium,BE,inc death,2021-06-26,23,ECDC,2023-11-24
Belgium,BE,inc death,2021-07-03,20,ECDC,2023-11-24
Belgium,BE,inc death,2021-07-10,10,ECDC,2023-11-24
Belgium,BE,inc death,2021-07-17,7,ECDC,2023-11-24
Belgium,BE,inc death,2021-07-24,11,ECDC,2023-11-24
Belgium,BE,inc death,2021-07-31,21,ECDC,2023-11-24
Belgium,BE,inc death,2021-08-07,23,ECDC,2023-11-24
Belgium,BE,inc death,2021-08-14,22,ECDC,2023-11-24
Belgium,BE,inc death,2021-08-21,41,ECDC,2023-11-24
Belgium,BE,inc death,2021-08-28,32,ECDC,2023-11-24
Belgium,BE,inc death,2021-09-04,40,ECDC,2023-11-24
Belgium,BE,inc death,2021-09-11,48,ECDC,2023-11-24
Belgium,BE,inc death,2021-09-18,39,ECDC,2023-11-24
Belgium,BE,inc death,2021-09-25,54,ECDC,2023-11-24
Belgium,BE,inc death,2021-10-02,56,ECDC,2023-11-24
Belgium,BE,inc death,2021-10-09,62,ECDC,2023-11-24
Belgium,BE,inc death,2021-10-16,91,ECDC,2023-11-24
Belgium,BE,inc death,2021-10-23,108,ECDC,2023-11-24
Belgium,BE,inc death,2021-10-30,149,ECDC,2023-11-24
Belgium,BE,inc death,2021-11-06,153,ECDC,2023-11-24
Belgium,BE,inc death,2021-11-13,196,ECDC,2023-11-24
Belgium,BE,inc death,2021-11-20,260,ECDC,2023-11-24
Belgium,BE,inc death,2021-11-27,297,ECDC,2023-11-24
Belgium,BE,inc death,2021-12-04,350,ECDC,2023-11-24
Belgium,BE,inc death,2021-12-11,310,ECDC,2023-11-24
Belgium,BE,inc death,2021-12-18,250,ECDC,2023-11-24
Belgium,BE,inc death,2021-12-25,218,ECDC,2023-11-24
Belgium,BE,inc death,2022-01-01,155,ECDC,2023-11-24
Belgium,BE,inc death,2022-01-08,130,ECDC,2023-11-24
Belgium,BE,inc death,2022-01-15,138,ECDC,2023-11-24
Belgium,BE,inc death,2022-01-22,173,ECDC,2023-11-24
Belgium,BE,inc death,2022-01-29,230,ECDC,2023-11-24
Belgium,BE,inc death,2022-02-05,300,ECDC,2023-11-24
Belgium,BE,inc death,2022-02-12,318,ECDC,2023-11-24
Belgium,BE,inc death,2022-02-19,269,ECDC,2023-11-24
Belgium,BE,inc death,2022-02-26,161,ECDC,2023-11-24
Belgium,BE,inc death,2022-03-05,119,ECDC,2023-11-24
Belgium,BE,inc death,2022-03-12,137,ECDC,2023-11-24
Belgium,BE,inc death,2022-03-19,132,ECDC,2023-11-24
Belgium,BE,inc death,2022-03-26,158,ECDC,2023-11-24
Belgium,BE,inc death,2022-04-02,163,ECDC,2023-11-24
Belgium,BE,inc death,2022-04-09,166,ECDC,2023-11-24
Belgium,BE,inc death,2022-04-16,167,ECDC,2023-11-24
Belgium,BE,inc death,2022-04-23,123,ECDC,2023-11-24
Belgium,BE,inc death,2022-04-30,108,ECDC,2023-11-24
Belgium,BE,inc death,2022-05-07,83,ECDC,2023-11-24
Belgium,BE,inc death,2022-05-14,69,ECDC,2023-11-24
Belgium,BE,inc death,2022-05-21,51,ECDC,2023-11-24
Belgium,BE,inc death,2022-05-28,41,ECDC,2023-11-24
Belgium,BE,inc death,2022-06-04,46,ECDC,2023-11-24
Belgium,BE,inc death,2022-06-11,39,ECDC,2023-11-24
Belgium,BE,inc death,2022-06-18,36,ECDC,2023-11-24
Belgium,BE,inc death,2022-06-25,35,ECDC,2023-11-24
Belgium,BE,inc death,2022-07-02,59,ECDC,2023-11-24
Belgium,BE,inc death,2022-07-09,60,ECDC,2023-11-24
Belgium,BE,inc death,2022-07-16,71,ECDC,2023-11-24
Belgium,BE,inc death,2022-07-23,89,ECDC,2023-11-24
Belgium,BE,inc death,2022-07-30,80,ECDC,2023-11-24
Belgium,BE,inc death,2022-08-06,61,ECDC,2023-11-24
Belgium,BE,inc death,2022-08-13,77,ECDC,2023-11-24
Belgium,BE,inc death,2022-08-20,60,ECDC,2023-11-24
Belgium,BE,inc death,2022-08-27,39,ECDC,2023-11-24
Belgium,BE,inc death,2022-09-03,41,ECDC,2023-11-24
Belgium,BE,inc death,2022-09-10,40,ECDC,2023-11-24
Belgium,BE,inc death,2022-09-17,33,ECDC,2023-11-24
Belgium,BE,inc death,2022-09-24,21,ECDC,2023-11-24
Belgium,BE,inc death,2022-10-01,28,ECDC,2023-11-24
Belgium,BE,inc death,2022-10-08,57,ECDC,2023-11-24
Belgium,BE,inc death,2022-10-15,66,ECDC,2023-11-24
Belgium,BE,inc death,2022-10-22,62,ECDC,2023-11-24
Belgium,BE,inc death,2022-10-29,49,ECDC,2023-11-24
Belgium,BE,inc death,2022-11-05,34,ECDC,2023-11-24
Belgium,BE,inc death,2022-11-12,34,ECDC,2023-11-24
Belgium,BE,inc death,2022-11-19,28,ECDC,2023-11-24
Belgium,BE,inc death,2022-11-26,29,ECDC,2023-11-24
Belgium,BE,inc death,2022-12-03,26,ECDC,2023-11-24
Belgium,BE,inc death,2022-12-10,48,ECDC,2023-11-24
Belgium,BE,inc death,2022-12-17,72,ECDC,2023-11-24
Belgium,BE,inc death,2022-12-24,87,ECDC,2023-11-24
Belgium,BE,inc death,2022-12-31,81,ECDC,2023-11-24
Belgium,BE,inc death,2023-01-07,72,ECDC,2023-11-24
Belgium,BE,inc death,2023-01-14,58,ECDC,2023-11-24
Belgium,BE,inc death,2023-01-21,27,ECDC,2023-11-24
Belgium,BE,inc death,2023-01-28,27,ECDC,2023-11-24
Belgium,BE,inc death,2023-02-04,34,ECDC,2023-11-24
Belgium,BE,inc death,2023-02-11,39,ECDC,2023-11-24
Belgium,BE,inc death,2023-02-18,54,ECDC,2023-11-24
Belgium,BE,inc death,2023-02-25,57,ECDC,2023-11-24
Belgium,BE,inc death,2023-03-04,44,ECDC,2023-11-24
Belgium,BE,inc death,2023-03-11,40,ECDC,2023-11-24
Belgium,BE,inc death,2023-03-18,57,ECDC,2023-11-24
Belgium,BE,inc death,2023-03-25,54,ECDC,2023-11-24
Belgium,BE,inc death,2023-04-01,31,ECDC,2023-11-24
Belgium,BE,inc death,2023-04-08,36,ECDC,2023-11-24
Belgium,BE,inc death,2023-04-15,17,ECDC,2023-11-24
Belgium,BE,inc death,2023-04-22,26,ECDC,2023-11-24
Belgium,BE,inc death,2023-04-29,16,ECDC,2023-11-24
Belgium,BE,inc death,2023-05-06,16,ECDC,2023-11-24
Belgium,BE,inc death,2023-05-13,11,ECDC,2023-11-24
Belgium,BE,inc death,2023-05-20,9,ECDC,2023-11-24
Belgium,BE,inc death,2023-05-27,5,ECDC,2023-11-24
Belgium,BE,inc death,2023-06-03,5,ECDC,2023-11-24
Belgium,BE,inc death,2023-06-10,3,ECDC,2023-11-24
Belgium,BE,inc death,2023-06-17,7,ECDC,2023-11-24
Belgium,BE,inc death,2023-06-24,2,ECDC,2023-11-24
Belgium,BE,inc death,2023-07-01,1,ECDC,2023-11-24
Belgium,BE,inc death,2023-07-08,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-07-15,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-07-22,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-07-29,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-08-05,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-08-12,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-08-19,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-08-26,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-09-02,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-09-09,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-09-16,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-09-23,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-09-30,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-10-07,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-10-14,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-10-21,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-10-28,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-11-04,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-11-11,NA,ECDC,2023-11-24
Belgium,BE,inc death,2023-11-18,NA,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-01-04,NA,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-01-11,NA,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-01-18,NA,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-01-25,NA,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-02-01,NA,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-02-08,NA,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-02-15,NA,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-02-22,NA,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-02-29,NA,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-03-07,0,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-03-14,2,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-03-21,1,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-03-28,5,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-04-04,12,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-04-11,9,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-04-18,13,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-04-25,14,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-05-02,17,ECDC,2023-11-24
Bulgaria,BG,inc death,2020-05-09,18,ECDC,2023-11-24
