model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,coverage_deviation,bias,aem,relative_skill,scaled_rel_skill,cov_50,cov_95,mae,n,continuous_weeks
ILM-EKF,inc case,3,AT,2709.75231884058,1378.6189855072464,6.527536231884058,1324.6057971014493,0.043768115942028986,0.4533333333333333,4108.2,1.0528360517994344,NA,0.5333333333333333,1,4108.2,15,17
LANL-GrowthRate,inc case,3,AT,1847.6836335403727,624.5594099378882,209.3913043478261,1013.7329192546584,-0.11813664596273292,0.42714285714285716,3009.8571428571427,0.7510201925581724,NA,0.42857142857142855,0.8571428571428571,3009.8571428571427,14,4
RobertWalraven-ESG,inc case,3,AT,1170.9106486486487,658.980918918919,59.67567567567568,452.25405405405405,0.14432432432432432,0.2905405405405405,1483.2486486486487,0.6754186713646432,NA,0.5333333333333333,0.8666666666666667,2362.0666666666666,15,17
USC-SIkJalpha,inc case,3,AT,2643.9024927536234,502.8358260869565,20.127536231884058,2120.939130434783,-0.3736231884057971,0.7066666666666667,3046.9333333333334,1.1707243255981796,NA,0.2,0.26666666666666666,3046.9333333333334,15,17
UVA-Ensemble,inc case,2,AT,2002.3604761904762,758.8080952380952,233.43809523809523,1010.1142857142858,-0.09047619047619047,0.25333333333333335,4147,1.4530664467498282,NA,0.3333333333333333,0.9333333333333333,4147,15,16
epiforecasts-EpiExpert,inc case,3,AT,2846.442657004831,509.87260869565216,126.3719806763285,2210.1980676328503,-0.30792270531400967,0.4355555555555556,3906,1.1167544005358863,NA,0.2222222222222222,0.4444444444444444,3906,9,0
epiforecasts-EpiNow2,inc case,3,AT,2040.6533623188407,734.2185797101449,172.60289855072463,1133.8318840579711,-0.1591304347826087,0.21200000000000002,3175.866666666667,0.8170169872506211,NA,0.3333333333333333,0.6666666666666666,3175.866666666667,15,17
DSMPG-bayes,inc case,2,AT,2186.302554347826,650.8025543478261,14.771739130434783,1520.7282608695652,-0.15695652173913044,0.54125,3567,0.8747913928842234,NA,0.375,0.875,3567,8,0
EuroCOVIDhub-ensemble,inc case,4,AT,3262.1448757763974,1199.411956521739,0,2062.7329192546586,-0.16782608695652174,0.7128571428571429,5039.285714285715,0.9687896623855586,NA,0.21428571428571427,0.7857142857142857,5039.285714285715,14,17
IEM_Health-CovidProject,inc case,4,AT,4852.925124223602,1296.7822670807454,0,3556.1428571428573,-0.35416149068322983,0.8721428571428571,7572.142857142857,1.5262850935245025,NA,0.14285714285714285,0.5,7572.142857142857,14,17
ILM-EKF,inc case,4,AT,4181.955155279503,2090.203602484472,0.6583850931677019,2091.0931677018634,0.012298136645962736,0.5142857142857142,6498.428571428572,1.095385063104676,NA,0.42857142857142855,1,6498.428571428572,14,17
LANL-GrowthRate,inc case,4,AT,2781.9040133779263,840.0110367892977,156.78595317725754,1785.1070234113713,-0.20461538461538462,0.6346153846153846,4428.923076923077,0.8579246490142404,NA,0.23076923076923078,0.8461538461538461,4428.923076923077,13,4
RobertWalraven-ESG,inc case,4,AT,1489.6927160493826,782.168024691358,61.635802469135804,645.8888888888889,0.1330864197530864,0.28487654320987654,1800.141975308642,0.5969302586526833,NA,0.5,0.7857142857142857,2822.9285714285716,14,17
UMass-SemiMech,inc case,1,AT,837.0013354037267,505.9423291925466,37.76086956521739,293.29813664596276,0.012298136645962736,0.4714285714285714,1316.642857142857,1.049097610562646,NA,0.5,1,1316.642857142857,14,14
USC-SIkJalpha,inc case,4,AT,3597.220186335404,633.6673913043478,0,2963.552795031056,-0.3231055900621118,0.8,4398.142857142857,1.1319858695897134,NA,0.2857142857142857,0.35714285714285715,4398.142857142857,14,17
UVA-Ensemble,inc case,3,AT,2904.947802197802,864.9917582417582,494.2197802197802,1545.7362637362637,-0.15934065934065933,0.3038461538461538,4998.153846153846,1.287054670991638,NA,0.38461538461538464,0.7692307692307693,4998.153846153846,13,11
epiforecasts-EpiExpert,inc case,4,AT,3726.973961352657,664.5391787439613,13.31400966183575,3049.1207729468597,-0.30792270531400967,0.7277777777777777,5116.888888888889,1.1400010888628924,NA,0.2222222222222222,0.4444444444444444,5116.888888888889,9,0
epiforecasts-EpiNow2,inc case,4,AT,2705.7701863354037,1009.8385093167702,111.86645962732919,1584.0652173913045,-0.14298136645962733,0.3107142857142857,4261.714285714285,0.7337115029501236,NA,0.42857142857142855,0.7857142857142857,4261.714285714285,14,17
DSMPG-bayes,inc case,3,AT,4715.094695652174,1533.2512173913044,0,3181.8434782608697,-0.22869565217391305,0.796,7689.2,1.0922876842361693,NA,0.2,0.8,7689.2,5,0
LANL-GrowthRate,inc case,5,AT,3887.6882246376813,1084.3911231884058,36.65579710144928,2766.641304347826,-0.3055072463768116,0.765,5817.666666666667,0.8618783823511544,NA,0.16666666666666666,0.5833333333333334,5817.666666666667,12,4
UMass-SemiMech,inc case,2,AT,1526.8085953177258,719.601237458194,46.17391304347826,761.0334448160535,-0.1042809364548495,0.5961538461538461,2457.923076923077,1.1202770133079205,NA,0.23076923076923078,1,2457.923076923077,13,14
USC-SIkJalpha,inc case,5,AT,4835.279799331103,789.3232775919732,0,4045.9565217391305,-0.40528428093645485,0.8692307692307693,6314.538461538462,1.160256505415599,NA,0.15384615384615385,0.23076923076923078,6314.538461538462,13,17
UVA-Ensemble,inc case,4,AT,4682.542207792208,842.4253246753246,249.36363636363637,3590.753246753247,-0.22727272727272727,0.23636363636363636,6865.909090909091,1.7584927097017133,NA,0.36363636363636365,0.5454545454545454,6865.909090909091,11,11
bisop-seirfilterlite,inc case,1,AT,1410.0249275362319,235.95246376811593,312.0869565217391,861.9855072463768,-0.3272463768115942,0.21666666666666667,2033.6666666666667,1.0321582023485025,NA,0,0.6666666666666666,2033.6666666666667,3,0
DSMPG-bayes,inc case,4,AT,6135.869217391304,2249.877913043478,0,3885.991304347826,-0.22869565217391305,0.8099999999999999,9970.2,1.085880670092905,NA,0,1,9970.2,5,0
LANL-GrowthRate,inc case,6,AT,4880.577644927536,1297.6030072463768,6.5978260869565215,3576.376811594203,-0.37072463768115943,0.8191666666666667,6792.416666666667,NA,NA,0.16666666666666666,0.3333333333333333,6792.416666666667,12,4
UMass-SemiMech,inc case,3,AT,2115.688695652174,960.6597101449275,6.199275362318841,1148.8297101449275,-0.14608695652173911,0.6716666666666666,3257.5,1.0497810311796936,NA,0.25,0.8333333333333334,3257.5,12,14
bisop-seirfilterlite,inc case,2,AT,1807.7101449275362,341.0144927536232,175.6231884057971,1291.072463768116,-0.15333333333333332,0,2416,0.9654238274291994,NA,0.3333333333333333,0.6666666666666666,2416,3,0
UMass-SemiMech,inc case,4,AT,2753.2562450592886,1229.7463636363636,0,1523.509881422925,-0.14806324110671937,0.7054545454545454,4278.727272727273,0.9956374910425656,NA,0.2727272727272727,0.8181818181818182,4278.727272727273,11,14
bisop-seirfilterlite,inc case,3,AT,1484.101739130435,553.3191304347827,3.927536231884058,926.8550724637681,0.07855072463768116,0.3833333333333333,2122,0.7238246118811716,NA,0.6666666666666666,1,2122,3,0
epiforecasts-EpiExpert_Rt,inc case,1,AT,1046.730608695652,359.8958260869565,167.9913043478261,518.8434782608696,-0.19391304347826085,0.41,1581.6,1.1808667341909995,NA,0.2,0.8,1581.6,5,0
BIOCOMSC-Gompertz,inc case,1,AT,483.45125,479.15125,0.05,4.25,0.17500000000000002,0,NA,0.8651548057069838,NA,0.8,1,431.2,10,10
bisop-seirfilterlite,inc case,4,AT,1938.8357971014493,815.1401449275362,0,1123.695652173913,-0.06637681159420289,0.6333333333333333,3436.3333333333335,0.5472804803751168,NA,0.3333333333333333,1,3436.3333333333335,3,0
epiforecasts-EpiExpert_Rt,inc case,2,AT,1949.5439130434784,380.3786956521739,154.87826086956522,1414.286956521739,-0.36782608695652175,0.58,2800.8,1.277156747203209,NA,0,0.4,2800.8,5,0
epiforecasts-EpiExpert_direct,inc case,1,AT,1139.116231884058,175.24666666666667,27.92753623188406,935.9420289855072,-0.24028985507246375,0.36666666666666664,1535,1.293337925588125,NA,0,0.6666666666666666,1535,3,0
BIOCOMSC-Gompertz,inc case,2,AT,838.0486111111111,838.0486111111111,0,0,0.275,NA,NA,0.8722563976624255,NA,1,1,963.3333333333334,9,10
MUNI-ARIMA,inc case,1,AT,297.32144927536234,161.27797101449275,6.333333333333334,129.71014492753622,0.12685990338164252,0.21111111111111108,412.1111111111111,0.5732249773523733,NA,0.6666666666666666,1,412.1111111111111,9,9
epiforecasts-EpiExpert_Rt,inc case,3,AT,2404.2181739130433,522.4790434782609,1.8521739130434782,1879.8869565217392,-0.24608695652173912,0.6799999999999999,3139.6,1.1246556656212259,NA,0.4,0.4,3139.6,5,0
epiforecasts-EpiExpert_direct,inc case,2,AT,2281.7985507246376,299.24782608695654,1.0434782608695652,1981.5072463768115,-0.24028985507246375,0.5933333333333334,3094,1.2433636405335993,NA,0.3333333333333333,0.3333333333333333,3094,3,0
MUNI-ARIMA,inc case,2,AT,612.5892934782609,394.62733695652173,3.6793478260869565,214.2826086956522,0.2126086956521739,0.1875,765.875,0.7649213086971531,NA,0.875,1,765.875,8,9
epiforecasts-EpiExpert_Rt,inc case,4,AT,2699.0979130434785,684.6979130434783,0,2014.4,-0.33304347826086955,0.82,3786,1.0067304105100168,NA,0.2,0.4,3786,5,0
epiforecasts-EpiExpert_direct,inc case,3,AT,3239.283768115942,413.3127536231884,82.20289855072464,2743.768115942029,-0.5301449275362319,0.34,4379.333333333333,1.1064349923255692,NA,0,0,4379.333333333333,3,0
epiforecasts-EpiExpert_direct,inc case,4,AT,3359.1178260869565,504.00188405797104,0,2855.1159420289855,-0.2982608695652174,0.7666666666666667,4593,0.8581706024507951,NA,0.3333333333333333,0.3333333333333333,4593,3,0
MUNI-ARIMA,inc case,3,AT,632.8434057971015,588.6622463768116,0.06521739130434782,44.11594202898551,0.3249275362318841,0.14999999999999997,429.1666666666667,0.9900201986075209,NA,1,1,429.1666666666667,6,8
MUNI-ARIMA,inc case,4,AT,912.6006086956522,846.0093043478261,0,66.5913043478261,0.32782608695652177,0.18,659.2,1.3546663666909988,NA,1,1,659.2,5,8
EuroCOVIDhub-baseline,inc case,1,AT,297.7413043478261,238.4804347826087,0,59.26086956521739,0.13652173913043478,0.4,277,3.343267823069015,NA,1,1,277,1,1
EuroCOVIDhub-ensemble,inc death,1,AT,8.583196930946292,6.01542199488491,0.8567774936061381,1.710997442455243,0.1211764705882353,0.11176470588235295,12,0.6779110951036749,NA,0.7647058823529411,1,12,17,17
IEM_Health-CovidProject,inc death,1,AT,12.282506393861892,7.136726342710998,1.8670076726342713,3.2787723785166243,0.052122762148337595,0.2,19.294117647058822,1.0181861822776748,NA,0.5882352941176471,1,19.294117647058822,17,17
ILM-EKF,inc death,1,AT,17.226649616368288,15.635856777493606,0.2122762148337596,1.3785166240409208,0.2746291560102302,0.09999999999999998,13.882352941176471,1.3568032386486317,NA,0.9411764705882353,1,13.882352941176471,17,17
LANL-GrowthRate,inc death,1,AT,10.068179347826087,2.771983695652174,4.345108695652174,2.9510869565217392,-0.13793478260869566,0.11875,15.1875,0.7955406682080891,NA,0.25,0.9375,15.1875,16,4
RobertWalraven-ESG,inc death,1,AT,9.076547314578006,4.114910485933504,2.260869565217391,2.70076726342711,-0.03739130434782609,0.03529411764705884,16.11764705882353,0.7343111460266271,NA,0.35294117647058826,1,16.11764705882353,17,17
USC-SIkJalpha,inc death,1,AT,14.787468030690537,4.49846547314578,0.8823529411764706,9.406649616368286,-0.3033759590792839,0.4235294117647059,15.823529411764707,1.2947058519862147,NA,0.29411764705882354,0.35294117647058826,15.823529411764707,17,17
epiforecasts-EpiExpert,inc death,1,AT,11.044673913043479,3.772934782608696,2.010869565217391,5.260869565217392,-0.12434782608695652,0.375,18.75,0.8650034929111914,NA,0.25,1,18.75,8,0
epiforecasts-EpiNow2,inc death,1,AT,9.405984654731459,4.689872122762148,0.5345268542199488,4.181585677749361,0.057237851662404096,0.17941176470588238,14.235294117647058,0.6514582157714442,NA,0.5882352941176471,1,14.235294117647058,17,17
EuroCOVIDhub-ensemble,inc death,2,AT,10.643967391304349,7.345054347826087,0.4972826086956522,2.801630434782609,0.13380434782608697,0.2,14,0.7213917344949862,NA,0.6875,1,14,16,17
IEM_Health-CovidProject,inc death,2,AT,19.373777173913044,9.898233695652173,2.9130434782608696,6.5625,0.011521739130434786,0.3,29.8125,1.2885772893952092,NA,0.4375,1,29.8125,16,17
ILM-EKF,inc death,2,AT,20.12032608695652,17.204565217391306,0.13043478260869565,2.785326086956522,0.22619565217391305,0.20625,22.0625,1.27696434787934,NA,0.9375,1,22.0625,16,17
Imperial-DeCa,inc death,1,AT,8.613110367892977,2.144882943143813,4.3879598662207355,2.080267558528428,-0.12434782608695652,-0.14846153846153845,12.153846153846153,0.6848121151100535,NA,0.5384615384615384,0.6923076923076923,12.153846153846153,13,4
Imperial-RtI0,inc death,1,AT,21.1356856187291,7.617290969899666,3.9531772575250836,9.565217391304348,-0.07083612040133778,0.2176923076923077,34,1.8596340217636054,NA,0.46153846153846156,0.9230769230769231,34,13,4
Imperial-sbkp,inc death,1,AT,25.133879598662208,4.0168227424749166,5.327759197324415,15.789297658862877,-0.2179933110367893,0.3423076923076923,34.46153846153846,2.2073029407630713,NA,0.3076923076923077,0.6923076923076923,34.46153846153846,13,4
LANL-GrowthRate,inc death,2,AT,13.2788115942029,3.8266376811594203,5.3420289855072465,4.110144927536232,-0.23449275362318842,-0.09333333333333334,21.8,0.8409289574740041,NA,0.06666666666666667,0.8,21.8,15,4
RobertWalraven-ESG,inc death,2,AT,13.510434782608696,5.048478260869565,4.548913043478261,3.9130434782608696,-0.021086956521739128,0.05125,21.625,0.8743093137083906,NA,0.5625,0.9375,21.625,16,17
USC-SIkJalpha,inc death,2,AT,17.663559782608697,5.345625,0.48097826086956524,11.83695652173913,-0.26565217391304347,0.4625,18.5625,1.2755962993068992,NA,0.3125,0.375,18.5625,16,17
epiforecasts-EpiExpert,inc death,2,AT,17.054782608695653,4.636304347826087,2.375,10.043478260869566,-0.16782608695652174,0.22,27.625,1.040159518926946,NA,0.25,0.75,27.625,8,0
epiforecasts-EpiNow2,inc death,2,AT,13.940923913043479,5.305054347826087,0.4157608695652174,8.220108695652174,-0.029239130434782608,0.27375,21,0.7757049602023822,NA,0.4375,0.9375,21,16,17
EuroCOVIDhub-ensemble,inc death,3,AT,14.74704347826087,9.019507246376811,0.03768115942028986,5.689855072463768,0.12202898550724638,0.35333333333333333,18.266666666666666,0.7606160955789775,NA,0.6666666666666666,1,18.266666666666666,15,17
IEM_Health-CovidProject,inc death,3,AT,30.716463768115943,13.075884057971015,3.6405797101449275,14,-0.08376811594202899,0.372,48.13333333333333,1.5988074636355334,NA,0.4,0.8,48.13333333333333,15,17
ILM-EKF,inc death,3,AT,25.764260869565216,19.468608695652176,0.10434782608695652,6.191304347826087,0.13942028985507246,0.3133333333333333,35.6,1.1895499084480763,NA,0.7333333333333333,1,35.6,15,17
LANL-GrowthRate,inc death,3,AT,16.467391304347828,4.880434782608695,5.270186335403727,6.316770186335404,-0.13055900621118013,-0.02642857142857142,25.642857142857142,0.7594048453025986,NA,0.2857142857142857,0.8571428571428571,25.642857142857142,14,4
RobertWalraven-ESG,inc death,3,AT,17.414782608695653,5.982898550724638,5.828985507246377,5.602898550724638,-0.07217391304347825,0.014666666666666672,29.6,0.8231763194245473,NA,0.4,0.9333333333333333,29.6,15,17
USC-SIkJalpha,inc death,3,AT,28.851884057971017,6.14463768115942,0,22.707246376811593,-0.356231884057971,0.83,34.4,1.5411689072580503,NA,0.2,0.3333333333333333,34.4,15,17
epiforecasts-EpiExpert,inc death,3,AT,25.20771739130435,5.6859782608695655,0.7228260869565217,18.79891304347826,-0.27652173913043476,0.575,37.5,1.19267857818357,NA,0.25,0.5,37.5,8,0
epiforecasts-EpiNow2,inc death,3,AT,21.9011884057971,6.698289855072463,0.6173913043478261,14.585507246376812,-0.06057971014492753,0.37,33.13333333333333,0.8616223907899868,NA,0.4,0.9333333333333333,33.13333333333333,15,17
EuroCOVIDhub-ensemble,inc death,4,AT,20.91723602484472,11.426552795031055,0.15217391304347827,9.338509316770187,0.012298136645962736,0.44,30.857142857142858,0.8177624684652541,NA,0.5714285714285714,0.8571428571428571,30.857142857142858,14,17
IEM_Health-CovidProject,inc death,4,AT,45.75714285714286,17.045962732919254,6.1770186335403725,22.53416149068323,-0.15540372670807454,0.45785714285714285,70.78571428571429,1.8463632421266918,NA,0.35714285714285715,0.7142857142857143,70.78571428571429,14,17
ILM-EKF,inc death,4,AT,35.347142857142856,22.81608695652174,0.11180124223602485,12.419254658385093,0.030931677018633544,0.4357142857142857,53.357142857142854,1.1994353608662602,NA,0.42857142857142855,1,53.357142857142854,14,17
LANL-GrowthRate,inc death,4,AT,21.82581939799331,6.384347826086956,7.558528428093646,7.882943143812709,-0.03404682274247491,0.05,31.153846153846153,0.7490851543024069,NA,0.5384615384615384,0.7692307692307693,31.153846153846153,13,4
RobertWalraven-ESG,inc death,4,AT,25.114285714285714,6.896894409937889,10.22360248447205,7.9937888198757765,-0.13055900621118013,-0.0035714285714285427,40.714285714285715,0.8798235301854604,NA,0.35714285714285715,0.8571428571428571,40.714285714285715,14,17
UMass-MechBayes,inc death,1,AT,6.750652173913044,4.474254658385093,1.6149068322981366,0.6614906832298136,0.133416149068323,-0.11785714285714285,9.357142857142858,0.5506266456396715,NA,0.7142857142857143,1,9.357142857142858,14,14
UMass-SemiMech,inc death,1,AT,6.865465838509317,4.856149068322981,0.8850931677018633,1.124223602484472,0.10857142857142857,-0.0035714285714285587,8.928571428571429,0.5941979994320769,NA,0.6428571428571429,1,8.928571428571429,14,14
USC-SIkJalpha,inc death,4,AT,35.998385093167705,7.827577639751553,0.024844720496894408,28.145962732919255,-0.3106832298136646,0.7428571428571429,43.357142857142854,1.4025705399561736,NA,0.2857142857142857,0.35714285714285715,43.357142857142854,14,17
epiforecasts-EpiExpert,inc death,4,AT,29.11695652173913,7.1060869565217395,1.1141304347826086,20.89673913043478,-0.27652173913043476,0.385,41,1.1986025550708082,NA,0.25,0.375,41,8,0
epiforecasts-EpiNow2,inc death,4,AT,28.533975155279503,9.13024844720497,0.2360248447204969,19.167701863354036,-0.02807453416149068,0.395,44.857142857142854,0.8205223686928006,NA,0.5714285714285714,0.9285714285714286,44.857142857142854,14,17
LANL-GrowthRate,inc death,5,AT,30.818586956521738,8.572210144927537,9.192028985507246,13.054347826086957,-0.18956521739130436,0.13583333333333336,44.5,0.7787921121166996,NA,0.25,0.75,44.5,12,4
UMass-MechBayes,inc death,2,AT,7.453244147157191,5.446555183946488,1.1638795986622075,0.842809364548495,0.11645484949832777,-0.08461538461538462,9.076923076923077,0.5356024248141378,NA,0.6923076923076923,1,9.076923076923077,13,14
UMass-SemiMech,inc death,2,AT,10.195852842809364,6.01190635451505,0.26421404682274247,3.919732441471572,0.10307692307692308,0.20769230769230768,14.23076923076923,0.7497481045658502,NA,0.6923076923076923,1,14.23076923076923,13,14
USC-SIkJalpha,inc death,5,AT,47.11183946488294,9.994782608695653,0.010033444816053512,37.10702341137124,-0.25812709030100334,0.7115384615384616,58.92307692307692,1.2840397128343708,NA,0.3076923076923077,0.46153846153846156,58.92307692307692,13,17
bisop-seirfilterlite,inc death,1,AT,27.512753623188406,5.9910144927536235,21.52173913043478,0,-0.3272463768115942,-0.8533333333333334,43.666666666666664,2.0472823707746386,NA,0,0.3333333333333333,43.666666666666664,3,0
LANL-GrowthRate,inc death,6,AT,35.429094202898554,10.258804347826088,7.8478260869565215,17.32246376811594,-0.18956521739130436,0.2816666666666667,53.25,NA,NA,0.25,0.6666666666666666,53.25,12,4
UMass-MechBayes,inc death,3,AT,10.279202898550725,6.786449275362319,1.3731884057971016,2.119565217391304,0.05681159420289855,0.025000000000000005,15.833333333333334,0.5167380756392509,NA,0.5833333333333334,1,15.833333333333334,12,14
UMass-SemiMech,inc death,3,AT,16.326630434782608,7.710688405797102,0.09420289855072464,8.521739130434783,0.013333333333333336,0.4041666666666667,25.5,0.866687338524509,NA,0.5833333333333334,1,25.5,12,14
bisop-seirfilterlite,inc death,2,AT,23.698840579710144,6.061159420289855,17.63768115942029,0,-0.15333333333333332,-0.6666666666666666,31.666666666666668,1.4889474534687743,NA,0.3333333333333333,0.6666666666666666,31.666666666666668,3,0
UMass-MechBayes,inc death,4,AT,12.569446640316206,8.510158102766798,0.6798418972332015,3.3794466403162056,0.10885375494071146,0.11818181818181817,18.818181818181817,0.4940808728468683,NA,0.5454545454545454,1,18.818181818181817,11,14
UMass-SemiMech,inc death,4,AT,23.50324110671937,9.94197628458498,0.003952569169960474,13.557312252964428,-0.06110671936758893,0.5863636363636363,35.90909090909091,0.9594907980059383,NA,0.45454545454545453,0.9090909090909091,35.90909090909091,11,14
bisop-seirfilterlite,inc death,3,AT,17.549855072463767,6.53536231884058,11.01449275362319,0,-0.0953623188405797,-0.65,24.666666666666668,0.8360859022388617,NA,0.3333333333333333,1,24.666666666666668,3,0
epiforecasts-EpiExpert_Rt,inc death,1,AT,8.9240869565217391,4.106695652173913,0.24347826086956523,4.573913043478261,-0.08956521739130435,0.53,15.2,0.7791235056611324,NA,0.4,1,15.2,5,0
BIOCOMSC-Gompertz,inc death,1,AT,10.023611111111112,7.245833333333334,2.4444444444444446,0.3333333333333333,0.0527777777777778,-0.125,NA,1.004372158794612,NA,0.6666666666666666,0.8888888888888888,14.88888888888889,9,1
bisop-seirfilterlite,inc death,4,AT,13.418840579710144,7.2449275362318835,4.739130434782608,1.434782608695652,0.020579710144927536,-0.26666666666666666,22,0.45375026325118434,NA,0.6666666666666666,1,22,3,0
epiforecasts-EpiExpert_Rt,inc death,2,AT,12.922347826086957,4.278869565217391,0.008695652173913044,8.634782608695652,-0.019999999999999997,0.5,18.8,0.80157803552037,NA,0.4,0.8,18.8,5,0
epiforecasts-EpiExpert_direct,inc death,1,AT,9.82,3.037391304347826,0,6.782608695652174,-0.008405797101449272,0.5499999999999999,16,1.1764763690418965,NA,0.6666666666666666,1,16,3,0
BIOCOMSC-Gompertz,inc death,2,AT,17.1953125,13.0703125,3.25,0.875,0.025000000000000022,-0.3333333333333333,NA,1.4665852771556835,NA,0.625,0.875,22,8,1
MUNI-ARIMA,inc death,1,AT,9.658019323671498,4.348840579710145,1.570048309178744,3.739130434782609,0.010917874396135268,0.15000000000000002,16.333333333333332,1.1897817840926437,NA,0.6666666666666666,1,16.333333333333332,9,9
epiforecasts-EpiExpert_Rt,inc death,3,AT,20.448521739130435,4.648521739130435,0.008695652173913044,15.791304347826086,-0.19391304347826085,0.66,29,0.8677135991788386,NA,0.2,0.6,29,5,0
epiforecasts-EpiExpert_direct,inc death,2,AT,18.264927536231884,4.48231884057971,0.5652173913043478,13.217391304347826,-0.2692753623188406,0.38333333333333336,30.333333333333332,1.1953077388944873,NA,0,1,30.333333333333332,3,0
MUNI-ARIMA,inc death,2,AT,14.033260869565218,6.832173913043478,1.0706521739130435,6.130434782608695,0.08217391304347826,0.23750000000000002,22.375,1.5325875805251372,NA,0.625,1,22.375,8,9
