weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,LANL-GrowthRate,inc case,3,Overall,1.19,1.22,0.28,0.66,-0.41,285,32,NA
10,MUNI-ARIMA,inc case,3,Overall,1.03,1.07,0.51,0.89,-0.26,316,32,NA
10,RobertWalraven-ESG,inc case,3,Overall,1,1.24,0.24,0.53,-0.4,316,32,NA
10,USC-SIkJalpha,inc case,3,Overall,1.24,1.61,0.18,0.23,-0.35,316,32,NA
10,UVA-Ensemble,inc case,3,Overall,1.39,NA,0.43,0.74,NA,316,32,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,2,2.12,0.3,0.67,-0.25,316,32,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.48,0.95,-0.2,318,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.91,0.83,0.47,0.9,-0.17,318,32,NA
10,IEM_Health-CovidProject,inc case,1,Overall,1.04,1.03,0.31,0.73,-0.12,308,31,NA
10,ILM-EKF,inc case,1,Overall,1.3,1.38,0.33,0.77,-0.21,318,32,NA
10,Karlen-pypm,inc case,1,Overall,1.78,1.4,0.53,0.9,0.13,167,29,NA
10,LANL-GrowthRate,inc case,1,Overall,0.89,0.87,0.43,0.87,-0.42,318,32,NA
10,MUNI-ARIMA,inc case,1,Overall,0.85,0.89,0.56,0.9,-0.18,318,32,NA
10,RobertWalraven-ESG,inc case,1,Overall,1.19,1.29,0.36,0.66,-0.33,318,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,0.77,NA,NA,NA,NA,318,32,NA
10,USC-SIkJalpha,inc case,1,Overall,1.51,1.68,0.25,0.45,-0.18,318,32,NA
10,UVA-Ensemble,inc case,1,Overall,2.46,NA,0.49,0.85,NA,318,32,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,1.5,1.46,0.45,0.82,-0.12,318,32,NA
10,LANL-GrowthRate,inc case,5,Overall,NA,NA,0.19,0.58,-0.27,283,32,NA
10,USC-SIkJalpha,inc case,5,Overall,NA,NA,0.18,0.19,-0.44,314,32,NA
10,BIOCOMSC-Gompertz,inc death,2,Overall,1.51,NA,0.38,0.81,NA,227,32,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.86,0.99,0.05,318,32,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,0.54,0.44,0.71,0.96,0.08,318,32,NA
10,IEM_Health-CovidProject,inc death,2,Overall,0.73,0.57,0.53,0.84,-0.03,307,31,NA
10,ILM-EKF,inc death,2,Overall,0.71,0.69,0.83,0.97,0.08,318,32,NA
10,Karlen-pypm,inc death,2,Overall,0.9,0.67,0.43,0.95,0,139,29,NA
10,LANL-GrowthRate,inc death,2,Overall,0.69,0.61,0.38,0.75,-0.03,318,32,NA
10,MUNI-ARIMA,inc death,2,Overall,0.84,0.66,0.68,0.96,-0.03,318,32,NA
10,RobertWalraven-ESG,inc death,2,Overall,0.71,0.63,0.73,0.92,-0.14,318,32,NA
10,UMass-MechBayes,inc death,2,Overall,0.85,0.68,0.51,0.9,0.11,318,32,NA
10,USC-SIkJalpha,inc death,2,Overall,0.75,0.71,0.34,0.46,0.18,318,32,NA
10,USyd-OneModelMan,inc death,2,Overall,0.63,NA,NA,NA,NA,318,32,NA
10,epiforecasts-EpiNow2,inc death,2,Overall,1.02,0.87,0.5,0.93,0.12,303,32,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.81,0.97,0.12,316,32,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,0.42,0.44,0.69,0.94,0.15,316,32,NA
10,IEM_Health-CovidProject,inc death,4,Overall,0.68,0.67,0.43,0.84,-0,307,32,NA
10,ILM-EKF,inc death,4,Overall,0.74,0.86,0.66,0.95,-0.01,314,32,NA
10,Karlen-pypm,inc death,4,Overall,1.68,1.21,0.25,0.81,0.22,83,29,NA
10,LANL-GrowthRate,inc death,4,Overall,0.39,0.4,0.33,0.71,-0.03,285,32,NA
10,MUNI-ARIMA,inc death,4,Overall,0.68,0.66,0.66,0.96,-0,316,32,NA
10,RobertWalraven-ESG,inc death,4,Overall,0.56,0.58,0.74,0.9,-0.14,316,32,NA
10,UMass-MechBayes,inc death,4,Overall,0.78,0.83,0.48,0.85,0.04,316,32,NA
10,USC-SIkJalpha,inc death,4,Overall,0.45,0.51,0.32,0.46,0.07,316,32,NA
10,USyd-OneModelMan,inc death,4,Overall,0.52,NA,NA,NA,NA,316,32,NA
10,epiforecasts-EpiNow2,inc death,4,Overall,1.05,1.1,0.51,0.89,0.03,294,32,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.85,0.98,0.09,317,32,NA
10,EuroCOVIDhub-ensemble,inc death,3,Overall,0.45,0.43,0.7,0.95,0.12,317,32,NA
10,IEM_Health-CovidProject,inc death,3,Overall,0.62,0.57,0.5,0.88,-0.04,307,31,NA
10,ILM-EKF,inc death,3,Overall,0.68,0.73,0.73,0.96,0.03,316,32,NA
10,Karlen-pypm,inc death,3,Overall,1.08,0.85,0.38,0.86,0.11,111,29,NA
10,LANL-GrowthRate,inc death,3,Overall,0.53,0.53,0.34,0.71,-0.04,286,32,NA
10,MUNI-ARIMA,inc death,3,Overall,0.75,0.68,0.67,0.96,-0.03,317,32,NA
10,RobertWalraven-ESG,inc death,3,Overall,0.64,0.63,0.74,0.91,-0.15,317,32,NA
10,UMass-MechBayes,inc death,3,Overall,0.75,0.7,0.5,0.89,0.06,317,32,NA
10,USC-SIkJalpha,inc death,3,Overall,0.61,0.65,0.33,0.44,0.15,317,32,NA
10,USyd-OneModelMan,inc death,3,Overall,0.54,NA,NA,NA,NA,317,32,NA
10,epiforecasts-EpiNow2,inc death,3,Overall,1.01,0.99,0.53,0.89,0.11,295,32,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.77,0.98,0.05,319,32,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,0.63,0.49,0.67,0.97,0.05,319,32,NA
10,IEM_Health-CovidProject,inc death,1,Overall,0.75,0.57,0.52,0.84,-0.01,308,31,NA
10,ILM-EKF,inc death,1,Overall,0.78,0.72,0.85,0.97,0.1,319,32,NA
10,Imperial-DeCa,inc death,1,Overall,1.24,1.24,0.16,0.46,-0.17,138,21,NA
10,Imperial-RtI0,inc death,1,Overall,1.27,1.2,0.37,0.77,-0.13,138,21,NA
10,Imperial-sbkp,inc death,1,Overall,1.1,1.08,0.36,0.65,-0.15,138,21,NA
10,Karlen-pypm,inc death,1,Overall,0.79,0.65,0.56,0.97,-0.1,167,29,NA
10,LANL-GrowthRate,inc death,1,Overall,0.87,0.73,0.39,0.82,-0.02,319,32,NA
10,MUNI-ARIMA,inc death,1,Overall,0.8,0.61,0.66,0.95,-0.04,319,32,NA
10,RobertWalraven-ESG,inc death,1,Overall,0.74,0.62,0.72,0.92,-0.1,319,32,NA
10,SDSC_ISG-TrendModel,inc death,1,Overall,0.91,NA,NA,NA,NA,319,32,NA
10,UMass-MechBayes,inc death,1,Overall,0.96,0.77,0.49,0.91,0.13,319,32,NA
10,USC-SIkJalpha,inc death,1,Overall,0.89,0.88,0.32,0.42,0.2,319,32,NA
10,USyd-OneModelMan,inc death,1,Overall,0.77,NA,NA,NA,NA,319,32,NA
10,epiforecasts-EpiNow2,inc death,1,Overall,1.13,0.85,0.53,0.95,0.08,310,32,NA
10,LANL-GrowthRate,inc death,5,Overall,NA,NA,0.3,0.68,0.04,285,32,NA
10,USC-SIkJalpha,inc death,5,Overall,NA,NA,0.34,0.44,-0,316,32,NA
10,EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.8,1,-0.13,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,4,AT,0.91,1.15,0.3,0.7,-0.09,10,1,Austria
10,IEM_Health-CovidProject,inc case,4,AT,0.64,0.94,0.3,0.5,-0.26,10,1,Austria
10,ILM-EKF,inc case,4,AT,0.62,0.99,0.5,0.6,-0.48,10,1,Austria
10,LANL-GrowthRate,inc case,4,AT,0.75,0.92,0.22,0.56,-0.42,9,1,Austria
10,MUNI-ARIMA,inc case,4,AT,0.7,0.81,0.6,1,-0.24,10,1,Austria
10,RobertWalraven-ESG,inc case,4,AT,0.82,1.19,0.4,0.5,-0.57,10,1,Austria
10,USC-SIkJalpha,inc case,4,AT,0.91,1.46,0.2,0.2,-0.2,10,1,Austria
10,UVA-Ensemble,inc case,4,AT,0.86,NA,0.3,0.7,NA,10,1,Austria
10,epiforecasts-EpiNow2,inc case,4,AT,5.63,7.02,0.2,0.4,-0.14,10,1,Austria
10,EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.8,1,-0.16,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,3,AT,0.73,0.8,0.2,0.9,-0.13,10,1,Austria
10,IEM_Health-CovidProject,inc case,3,AT,0.68,0.9,0.1,0.6,-0.26,10,1,Austria
10,ILM-EKF,inc case,3,AT,0.66,0.96,0.4,0.7,-0.3,10,1,Austria
10,Karlen-pypm,inc case,3,AT,3.51,2.85,0,0.75,0.35,4,1,Austria
10,LANL-GrowthRate,inc case,3,AT,0.72,0.93,0.22,0.67,-0.47,9,1,Austria
10,MUNI-ARIMA,inc case,3,AT,0.73,0.75,0.8,1,-0.23,10,1,Austria
10,RobertWalraven-ESG,inc case,3,AT,0.88,1.25,0.4,0.4,-0.59,10,1,Austria
10,USC-SIkJalpha,inc case,3,AT,0.92,1.42,0,0,-0.2,10,1,Austria
10,UVA-Ensemble,inc case,3,AT,0.63,NA,0.6,0.9,NA,10,1,Austria
10,epiforecasts-EpiNow2,inc case,3,AT,3.05,4,0.2,0.4,-0.08,10,1,Austria
10,EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.7,1,-0.23,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,2,AT,0.58,0.66,0.6,0.8,-0.21,10,1,Austria
10,IEM_Health-CovidProject,inc case,2,AT,0.69,0.83,0.2,0.6,-0.15,10,1,Austria
10,ILM-EKF,inc case,2,AT,0.63,0.83,0.6,0.7,-0.19,10,1,Austria
10,Karlen-pypm,inc case,2,AT,1.83,1.47,0.4,0.6,0.08,5,1,Austria
10,LANL-GrowthRate,inc case,2,AT,0.73,0.89,0.5,0.6,-0.44,10,1,Austria
10,MUNI-ARIMA,inc case,2,AT,0.63,0.63,0.6,1,-0.23,10,1,Austria
10,RobertWalraven-ESG,inc case,2,AT,0.89,1.12,0.4,0.5,-0.56,10,1,Austria
10,USC-SIkJalpha,inc case,2,AT,0.89,1.2,0.1,0.2,-0.09,10,1,Austria
10,UVA-Ensemble,inc case,2,AT,0.96,NA,0.5,1,NA,10,1,Austria
10,epiforecasts-EpiNow2,inc case,2,AT,1.54,1.72,0.4,0.8,-0.18,10,1,Austria
10,EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.7,1,-0.26,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,1,AT,0.5,0.48,0.5,0.9,-0.13,10,1,Austria
10,IEM_Health-CovidProject,inc case,1,AT,0.48,0.57,0.5,0.6,-0.1,10,1,Austria
10,ILM-EKF,inc case,1,AT,0.7,0.81,0.5,0.8,-0.15,10,1,Austria
10,Karlen-pypm,inc case,1,AT,0.91,0.71,0.67,1,0.12,6,1,Austria
10,LANL-GrowthRate,inc case,1,AT,0.51,0.57,0.5,0.8,-0.34,10,1,Austria
10,MUNI-ARIMA,inc case,1,AT,0.56,0.49,0.5,1,-0.12,10,1,Austria
10,RobertWalraven-ESG,inc case,1,AT,0.91,0.99,0.5,0.7,-0.45,10,1,Austria
10,SDSC_ISG-TrendModel,inc case,1,AT,0.56,NA,NA,NA,NA,10,1,Austria
10,USC-SIkJalpha,inc case,1,AT,0.71,0.87,0.2,0.4,-0.13,10,1,Austria
10,UVA-Ensemble,inc case,1,AT,1.24,NA,0.5,1,NA,10,1,Austria
10,epiforecasts-EpiNow2,inc case,1,AT,0.95,0.94,0.2,0.8,0.01,10,1,Austria
10,LANL-GrowthRate,inc case,5,AT,NA,NA,0.11,0.56,-0.32,9,1,Austria
10,USC-SIkJalpha,inc case,5,AT,NA,NA,0.1,0.1,-0.26,10,1,Austria
10,EuroCOVIDhub-baseline,inc death,4,AT,1,1,1,1,0.21,10,1,Austria
10,EuroCOVIDhub-ensemble,inc death,4,AT,0.38,0.34,0.6,1,0.31,10,1,Austria
10,IEM_Health-CovidProject,inc death,4,AT,0.57,0.42,0.5,1,0.09,10,1,Austria
10,ILM-EKF,inc death,4,AT,0.28,0.26,0.8,1,-0.12,10,1,Austria
10,LANL-GrowthRate,inc death,4,AT,0.7,0.64,0.33,0.56,0.49,9,1,Austria
10,MUNI-ARIMA,inc death,4,AT,0.35,0.41,0.9,1,-0.08,10,1,Austria
10,RobertWalraven-ESG,inc death,4,AT,0.33,0.26,1,1,-0.14,10,1,Austria
10,UMass-MechBayes,inc death,4,AT,0.66,0.48,0.4,0.9,-0.12,10,1,Austria
10,USC-SIkJalpha,inc death,4,AT,0.51,0.43,0.3,0.4,0.33,10,1,Austria
10,USyd-OneModelMan,inc death,4,AT,0.35,NA,NA,NA,NA,10,1,Austria
10,epiforecasts-EpiNow2,inc death,4,AT,2.6,1.89,0.5,0.9,0.07,10,1,Austria
10,EuroCOVIDhub-baseline,inc death,3,AT,1,1,1,1,0.12,10,1,Austria
10,EuroCOVIDhub-ensemble,inc death,3,AT,0.53,0.33,0.5,1,0.3,10,1,Austria
10,IEM_Health-CovidProject,inc death,3,AT,0.51,0.37,0.6,0.9,-0.02,10,1,Austria
10,ILM-EKF,inc death,3,AT,0.55,0.38,0.8,1,-0.01,10,1,Austria
10,Karlen-pypm,inc death,3,AT,1.7,1.08,0.25,0.5,0.8,4,1,Austria
10,LANL-GrowthRate,inc death,3,AT,1.15,0.69,0.22,0.67,0.51,9,1,Austria
10,MUNI-ARIMA,inc death,3,AT,0.53,0.42,0.8,1,-0.13,10,1,Austria
10,RobertWalraven-ESG,inc death,3,AT,0.65,0.34,1,1,-0.09,10,1,Austria
10,UMass-MechBayes,inc death,3,AT,0.7,0.39,0.3,0.8,0.1,10,1,Austria
10,USC-SIkJalpha,inc death,3,AT,0.79,0.69,0,0,0.8,10,1,Austria
10,USyd-OneModelMan,inc death,3,AT,0.63,NA,NA,NA,NA,10,1,Austria
10,epiforecasts-EpiNow2,inc death,3,AT,1.64,1.09,0.4,0.8,0.24,10,1,Austria
10,EuroCOVIDhub-baseline,inc death,2,AT,1,1,1,1,0.12,10,1,Austria
10,EuroCOVIDhub-ensemble,inc death,2,AT,0.8,0.37,0.6,1,0.24,10,1,Austria
10,IEM_Health-CovidProject,inc death,2,AT,0.7,0.46,0.5,0.9,0.15,10,1,Austria
10,ILM-EKF,inc death,2,AT,0.8,0.49,0.8,1,0.08,10,1,Austria
10,Karlen-pypm,inc death,2,AT,1.06,0.5,0.4,0.8,0.64,5,1,Austria
10,LANL-GrowthRate,inc death,2,AT,1.51,0.79,0.2,0.6,0.46,10,1,Austria
10,MUNI-ARIMA,inc death,2,AT,1.41,0.66,0.6,1,-0.05,10,1,Austria
10,RobertWalraven-ESG,inc death,2,AT,1.14,0.49,0.8,1,-0.08,10,1,Austria
10,UMass-MechBayes,inc death,2,AT,1,0.43,0.3,1,0.12,10,1,Austria
10,USC-SIkJalpha,inc death,2,AT,1.14,0.68,0,0,0.2,10,1,Austria
10,USyd-OneModelMan,inc death,2,AT,1.14,NA,NA,NA,NA,10,1,Austria
10,epiforecasts-EpiNow2,inc death,2,AT,1.29,0.64,0.3,1,0.15,10,1,Austria
10,EuroCOVIDhub-baseline,inc death,1,AT,1,1,1,1,0.06,10,1,Austria
10,EuroCOVIDhub-ensemble,inc death,1,AT,0.66,0.48,0.5,1,0.09,10,1,Austria
10,IEM_Health-CovidProject,inc death,1,AT,0.69,0.54,0.4,0.9,0.02,10,1,Austria
10,ILM-EKF,inc death,1,AT,0.79,0.71,0.9,1,0.1,10,1,Austria
10,Karlen-pypm,inc death,1,AT,0.67,0.52,0.33,1,0.41,6,1,Austria
10,LANL-GrowthRate,inc death,1,AT,1.39,0.83,0.4,0.9,0.44,10,1,Austria
10,MUNI-ARIMA,inc death,1,AT,1.29,0.86,0.6,1,-0.11,10,1,Austria
10,RobertWalraven-ESG,inc death,1,AT,1.01,0.67,0.7,1,-0.1,10,1,Austria
10,SDSC_ISG-TrendModel,inc death,1,AT,1,NA,NA,NA,NA,10,1,Austria
10,UMass-MechBayes,inc death,1,AT,0.79,0.62,0.1,0.9,0.01,10,1,Austria
10,USC-SIkJalpha,inc death,1,AT,0.84,0.8,0.2,0.4,0.01,10,1,Austria
10,USyd-OneModelMan,inc death,1,AT,0.99,NA,NA,NA,NA,10,1,Austria
10,epiforecasts-EpiNow2,inc death,1,AT,0.78,0.62,0.3,1,0.12,10,1,Austria
10,LANL-GrowthRate,inc death,5,AT,NA,NA,0.11,0.56,0.31,9,1,Austria
10,USC-SIkJalpha,inc death,5,AT,NA,NA,0.3,0.4,0.12,10,1,Austria
10,EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.5,1,-0.14,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,4,BE,0.95,1.14,0.4,0.7,-0.05,10,1,Belgium
10,IEM_Health-CovidProject,inc case,4,BE,0.95,1.16,0.3,0.6,-0.26,10,1,Belgium
10,ILM-EKF,inc case,4,BE,1.48,1.75,0.2,0.8,0,10,1,Belgium
10,LANL-GrowthRate,inc case,4,BE,1.01,1.08,0.22,0.56,-0.53,9,1,Belgium
10,MUNI-ARIMA,inc case,4,BE,1.47,1.48,0.3,1,-0.14,10,1,Belgium
10,RobertWalraven-ESG,inc case,4,BE,0.83,0.98,0.4,0.7,-0.11,10,1,Belgium
10,USC-SIkJalpha,inc case,4,BE,0.91,1.34,0.2,0.2,-0.34,10,1,Belgium
10,UVA-Ensemble,inc case,4,BE,1.23,NA,0,0.5,NA,10,1,Belgium
10,epiforecasts-EpiNow2,inc case,4,BE,0.96,1.56,0.4,0.5,-0.22,10,1,Belgium
10,EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.6,1,-0.16,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,3,BE,0.87,1.09,0.5,0.8,-0.07,10,1,Belgium
10,IEM_Health-CovidProject,inc case,3,BE,0.91,1.08,0.4,0.7,-0.22,10,1,Belgium
10,ILM-EKF,inc case,3,BE,1.36,1.65,0.3,0.7,0,10,1,Belgium
10,Karlen-pypm,inc case,3,BE,4.53,6.35,0.5,0.75,0.43,4,1,Belgium
10,LANL-GrowthRate,inc case,3,BE,1.03,1.16,0.44,0.56,-0.64,9,1,Belgium
10,MUNI-ARIMA,inc case,3,BE,1.62,1.71,0.4,0.9,-0.21,10,1,Belgium
10,RobertWalraven-ESG,inc case,3,BE,1.1,1.11,0.2,0.7,-0.11,10,1,Belgium
10,USC-SIkJalpha,inc case,3,BE,1.07,1.49,0.2,0.2,-0.2,10,1,Belgium
10,UVA-Ensemble,inc case,3,BE,1.38,NA,0.3,0.9,NA,10,1,Belgium
10,epiforecasts-EpiNow2,inc case,3,BE,0.96,1.7,0.4,0.6,-0.22,10,1,Belgium
10,EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.7,1,-0.23,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,2,BE,0.94,1.06,0.6,0.8,-0.17,10,1,Belgium
10,IEM_Health-CovidProject,inc case,2,BE,0.98,1.03,0.4,0.7,-0.21,10,1,Belgium
10,ILM-EKF,inc case,2,BE,1.21,1.37,0.5,0.7,-0.04,10,1,Belgium
10,Karlen-pypm,inc case,2,BE,2.75,3.44,0.6,1,0.31,5,1,Belgium
10,LANL-GrowthRate,inc case,2,BE,1.35,1.33,0.4,0.8,-0.6,10,1,Belgium
10,MUNI-ARIMA,inc case,2,BE,1.9,2,0.5,0.8,-0.27,10,1,Belgium
10,RobertWalraven-ESG,inc case,2,BE,1.43,1.32,0,0.8,-0.21,10,1,Belgium
10,USC-SIkJalpha,inc case,2,BE,1.08,1.33,0.3,0.3,-0.26,10,1,Belgium
10,UVA-Ensemble,inc case,2,BE,1.61,NA,0.1,1,NA,10,1,Belgium
10,epiforecasts-EpiNow2,inc case,2,BE,1.23,1.71,0.5,0.6,-0.38,10,1,Belgium
10,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.7,1,-0.35,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,1,BE,1.31,1.24,0.6,0.9,-0.26,10,1,Belgium
10,IEM_Health-CovidProject,inc case,1,BE,1.32,1.14,0.3,0.9,-0.18,10,1,Belgium
10,ILM-EKF,inc case,1,BE,1.41,1.28,0.4,0.8,-0.1,10,1,Belgium
10,Karlen-pypm,inc case,1,BE,1.93,1.87,0.83,1,0.17,6,1,Belgium
10,LANL-GrowthRate,inc case,1,BE,2.77,2.35,0.4,0.8,-0.67,10,1,Belgium
10,MUNI-ARIMA,inc case,1,BE,2.93,2.99,0.3,0.7,-0.32,10,1,Belgium
10,RobertWalraven-ESG,inc case,1,BE,2.13,1.68,0.2,0.8,-0.35,10,1,Belgium
10,SDSC_ISG-TrendModel,inc case,1,BE,1.84,NA,NA,NA,NA,10,1,Belgium
10,USC-SIkJalpha,inc case,1,BE,1.99,2.26,0.3,0.4,-0.12,10,1,Belgium
10,UVA-Ensemble,inc case,1,BE,3.18,NA,0.3,0.5,NA,10,1,Belgium
10,epiforecasts-EpiNow2,inc case,1,BE,1.7,1.89,0.5,0.7,-0.39,10,1,Belgium
10,LANL-GrowthRate,inc case,5,BE,NA,NA,0.11,0.56,-0.44,9,1,Belgium
10,USC-SIkJalpha,inc case,5,BE,NA,NA,0.1,0.1,-0.29,10,1,Belgium
10,EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.12,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc death,4,BE,0.3,0.18,0.9,1,0.15,10,1,Belgium
10,IEM_Health-CovidProject,inc death,4,BE,0.5,0.29,0.3,0.9,0.09,10,1,Belgium
10,ILM-EKF,inc death,4,BE,0.52,0.3,0.6,1,0.24,10,1,Belgium
10,LANL-GrowthRate,inc death,4,BE,0.16,0.11,0.67,0.89,-0.13,9,1,Belgium
10,MUNI-ARIMA,inc death,4,BE,0.56,0.4,0.8,1,-0.13,10,1,Belgium
10,RobertWalraven-ESG,inc death,4,BE,0.23,0.21,1,1,-0.08,10,1,Belgium
10,UMass-MechBayes,inc death,4,BE,0.25,0.13,0.6,1,-0.26,10,1,Belgium
10,USC-SIkJalpha,inc death,4,BE,0.43,0.26,0.3,0.5,0.22,10,1,Belgium
10,USyd-OneModelMan,inc death,4,BE,0.53,NA,NA,NA,NA,10,1,Belgium
10,epiforecasts-EpiNow2,inc death,4,BE,0.41,0.31,0.44,1,0.04,9,1,Belgium
10,EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,0.08,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc death,3,BE,0.27,0.19,0.9,1,0.14,10,1,Belgium
10,IEM_Health-CovidProject,inc death,3,BE,0.5,0.29,0.3,0.9,0.07,10,1,Belgium
10,ILM-EKF,inc death,3,BE,0.32,0.29,0.9,1,0.23,10,1,Belgium
10,Karlen-pypm,inc death,3,BE,0.73,0.48,0.25,1,0.27,4,1,Belgium
10,LANL-GrowthRate,inc death,3,BE,0.37,0.21,0.44,0.78,-0.17,9,1,Belgium
10,MUNI-ARIMA,inc death,3,BE,0.68,0.42,0.7,1,-0.15,10,1,Belgium
10,RobertWalraven-ESG,inc death,3,BE,0.3,0.23,1,1,-0.07,10,1,Belgium
10,UMass-MechBayes,inc death,3,BE,0.25,0.14,0.4,1,-0.25,10,1,Belgium
10,USC-SIkJalpha,inc death,3,BE,0.5,0.29,0.4,0.4,0.65,10,1,Belgium
10,USyd-OneModelMan,inc death,3,BE,0.43,NA,NA,NA,NA,10,1,Belgium
10,epiforecasts-EpiNow2,inc death,3,BE,0.29,0.22,0.78,0.89,0.16,9,1,Belgium
10,EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,0.11,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc death,2,BE,0.38,0.19,1,1,0.16,10,1,Belgium
10,IEM_Health-CovidProject,inc death,2,BE,0.66,0.34,0.5,0.8,0.24,10,1,Belgium
10,ILM-EKF,inc death,2,BE,0.43,0.33,1,1,0.18,10,1,Belgium
10,Karlen-pypm,inc death,2,BE,0.58,0.35,0.6,1,0.06,5,1,Belgium
10,LANL-GrowthRate,inc death,2,BE,0.52,0.27,0.4,0.8,-0.18,10,1,Belgium
10,MUNI-ARIMA,inc death,2,BE,0.85,0.44,0.7,1,-0.15,10,1,Belgium
10,RobertWalraven-ESG,inc death,2,BE,0.32,0.25,1,1,0.01,10,1,Belgium
